Company,Current_Ticker,Ticker_At_Start,Activist_Group,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Date_And_Time,Year,Month,Date,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return,Hp_Alpha,One_Year_Alpha,Follower_Alpha,Activist_Tactics
Tailored Brands Inc,TLRDQ US Equity,TLRD US,Scion Asset Management LLC,2: Return Capital/Buybacks; Other (Debt reduction),-72.4539,2.36E+08,4.7,Start: 2019-08-19. UTC: 2019-08-20T00:57:00.124Z,2019,8,19,Secondary Focus,11088447,-7.06638,-96.2257,-70.3594,-72.4539,-72.3591,-113.901,-71.0541,Letter to Company
GameStop Corp,GME US Equity,GME US,Scion Asset Management LLC,6: Return Capital/Buybacks; Break Up; Cost Cutting; Strategic Review; Other (Cease dividend payment); Real Estate Separation,45.85799,3.05E+08,3.3,Start: 2019-08-19. UTC: 2019-08-20T01:08:00.097Z,2019,8,19,Secondary Focus,10068597,1.183432,39.64497,44.15205,45.85799,47.12377,21.96938,44.63753,Letter to Company
Monotype Imaging Holdings Inc,TYPE US Equity,TYPE US,Gilead Capital LP,3: Oppose Merger (Target); Strategic Review; Sale of Company,0.404858,8.16E+08,,Start: 2019-08-20. UTC: 2019-08-20T13:00:07.556Z,2019,8,20,Occasional Activist,,0.55668,0.404858,-0.15098,0.404858,-0.36922,-0.36922,-1.72148,Letter to Company
Cipherloc Corp,SDCH US Equity,CLOK US,Manchester Management PR LLC,1: Remove Director/Withhold Votes,-63.75,3.26E+07,16.4,Start: 2019-08-21. UTC: 2019-08-21T16:48:40.000Z,2019,8,21,Occasional Activist,5351976,0,-43.75,-63.75,-45.457,-112.181,-62.734,-110.961,
Support.com Inc,SPRT US Equity,SPRT US,JDS1 LLC,3: Strategic Review; Sale of Company; Board Control,125.3677,3.26E+07,4.9,Start: 2019-08-21. UTC: 2019-08-21T20:36:29.000Z,2019,8,21,Secondary Focus,1598689,-2.32558,97.33154,130.7336,88.20819,96.93267,78.9122,102.2369,Letter to Company; Formal Proposal (Non-Proxy Fight)
CAI International Inc,CAI US Equity,CAI US,Weiss Asset Management LP,2: Strategic Review; Sale of Company,112.1782,3.38E+08,5.67,Start: 2019-08-23. UTC: 2019-08-23T10:08:43.000Z,2019,8,23,Occasional Activist,19141444,3.147575,11.66151,105.7035,53.37024,64.12919,-6.81468,53.71203,
CBL & Associates Properties Inc,CBLAQ US Equity,CBL US,"Exeter Capital Investors, LP",1: Other (Waiver of Ownership Limitation Restrictions),-78.2826,1.39E+08,5.97,Start: 2019-08-26. UTC: 2019-08-26T13:27:38.000Z,2019,8,26,Occasional Activist,8297458,19.05891,-75.986,-81.7591,-50.2652,-146.347,,-147.977,
Sequential Brands Group Inc,SQBGQ US Equity,SQBG US,Prescott Group Capital Management LLC,1: Other ((End non-Board service payments to Sweedler Entities)),-35.3765,1.87E+07,14.6,Start: 2019-08-26. UTC: 2019-08-26T20:33:59.000Z,2019,8,26,Occasional Activist,2726273,-6.83012,-45.0963,-30.6391,-35.3765,-42.7509,-68.2963,-38.3578,Letter to Company
Global Cord Blood Corp,CO US Equity,CO US,The Committee for China Cord Fairness,6: Other (Consistent Dividend Policy); Strategic Review; Oppose Merger (Target); Sale of Company; Independent Chair; Compensation Changes,-23.1388,6.04E+08,,Start: 2019-08-27. UTC: 2019-08-27T13:00:23.415Z,2019,8,27,Occasional Activist,,-7.44467,-27.9678,-16.9565,-18.957,-52.2159,-51.1678,-46.4475,Formal Notice for Proxy Fight
Computer Task Group Inc,CTG US Equity,CTG US,Assurance Global Services LLC and Wax Asset Management LLC,9: Acquire Company; Board Representation; Strategic Review; Sale of Company; Compensation Changes; Return Capital/Buybacks; Management Changes; Other (Reduce director compensation); Other (Disclose quarterly segment and geographic profitability),54.84581,6.56E+07,5.7,Start: 2019-08-29. UTC: 2019-08-29T13:44:55.000Z,2019,8,29,Occasional Activist,3737798,5.726872,5.726872,46.45833,43.02468,26.96881,-18.1137,20.20458,Letter to Company
RR Donnelley & Sons Co,RRD US Equity,RRD US,NuOrion Advisors LLC,2: Return Capital/Buybacks; Board Representation,-41.0158,1.65E+08,,Start: 2019-08-29. UTC: 2019-08-29T20:29:25.597Z,2019,8,29,Secondary Focus,,3.862661,-41.0158,-43.2094,-41.0158,-63.2844,-63.2844,-65.3831,Letter to Company
Groupon Inc,GRPN US Equity,GRPN US,Chapman Capital LLC,3: Sale of Company; Return Capital/Buybacks; Strategic Review,-34.9598,1.41E+09,1.5,Start: 2019-08-29. UTC: 2019-08-30T00:18:48.480Z,2019,8,29,Occasional Activist,21200604,-0.40161,-34.0562,-34.6976,-33.9905,-51.4796,-56.3248,-51.1269,
Braemar Hotels & Resorts Inc,BHR US Equity,BHR US,Al Shams Investments Limited,2: Board Representation; Remove Poison Pill,-51.3917,2.77E+08,9.3,Start: 2019-08-29. UTC: 2019-08-30T13:39:30.000Z,2019,8,29,Occasional Activist,25764794,0.950119,-68.6866,-51.8492,-17.9485,-103.374,-92.5272,-101.902,
Bloomin' Brands Inc,BLMN US Equity,BLMN US,JANA Partners LLC,4: Sale of Company; Strategic Review; Break Up; Board Representation,7.64161,1.46E+09,9,Start: 2019-08-30. UTC: 2019-08-30T18:01:04.000Z,2019,8,30,Core Activist,1.31E+08,7.637231,-14.4682,0.004068,6.085111,-19.6866,-36.7368,-27.2253,Formal Notice for Proxy Fight; Threaten Fight
Jason Industries Inc,JASNQ US Equity,JASN US,Privet Fund Management LLC,Stake Only 13D: No Public Activism,-96.4335,1.42E+07,4.16,Start: 2019-08-30. UTC: 2019-08-30T21:20:58.000Z,2019,8,30,Core Activist,590366.4,16.90113,-96.4335,-96.9492,-96.4335,-118.607,-121.173,-119.963,
Lumber Liquidators Holdings Inc,LL US Equity,LL US,"F9 Investments LLC (Thomas D Sullivan ""Tom"")",2: Strategic Review; Sale of Company,3.825717,2.70E+08,5.96,Start: 2019-09-03. UTC: 2019-09-03T19:45:24.000Z,2019,9,3,Occasional Activist,16096607,-1.59405,158.5547,5.507559,3.825717,0.955802,133.8148,1.930178,
Box Inc,BOX US Equity,BOX US,Starboard Value LP,5: Sale of Company; Strategic Review; Board Representation; Other (To inspect Books and Records request); Management Changes,78.6532,2.18E+09,7.5,Start: 2019-09-03. UTC: 2019-09-03T20:01:36.000Z,2019,9,3,Core Activist,1.63E+08,12.25589,28.08081,59.14817,26.73318,21.03354,6.87138,3.23217,Formal Notice for Proxy Fight; Threaten Fight; Letter to Company
Duff & Phelps Utility and Corporate Bond Trust Inc,DUC US Equity,DUC US,Karpus Management Inc,3: Realize NAV; Board Representation; Declassify Board,29.68013,,26.51,Start: 2019-09-03. UTC: 2019-09-03T20:01:43.000Z,2019,9,3,Secondary Focus,,1.004464,9.59708,28.39049,18.89957,-6.15077,-11.6124,-5.97226,Letter to Company; Threaten Fight; Formal Proposal (Non-Proxy Fight)
Gulfport Energy Corp,GPORQ US Equity,GPOR US,Shah Capital Management Inc,4: Return Capital/Buybacks; Break Up; Strategic Review; Other (Reduce capital expenditure),-90.3636,4.38E+08,1.9,Start: 2019-09-06. UTC: 2019-09-06T14:28:07.841Z,2019,9,6,Secondary Focus,8328441,-4.72727,-77.8145,-89.8855,-86.6555,-105.995,-95.1843,-105.407,Letter to Company
Avid Technology Inc,AVID US Equity,AVID US,Impactive Capital LP,Discussions only,341.9034,3.02E+08,8.5,Start: 2019-09-06. UTC: 2019-09-06T21:25:26.000Z,2019,9,6,Core Activist,25704816,-3.26705,5.823864,356.8282,50.81439,294.6594,-8.18515,309.582,
AT&T Inc,T US Equity,T US,Elliott Investment Management LP,6: Break Up; Strategic Review; Board Representation; Cost Cutting; Return Capital/Buybacks; Independent Chair,-13.4532,2.65E+11,1.2,Start: 2019-09-09. UTC: 2019-09-09T11:34:00.119Z,2019,9,9,Core Activist,3.18E+09,1.489655,-13.4137,-14.7235,-11.4421,-37.9224,-27.4227,-39.1946,Letter to Company
Callon Petroleum Co,CPE US Equity,CPE US,Paulson & Co Inc,3: Oppose Acquisition; Sale of Company; Strategic Review,-3.43137,9.31E+08,9.5,Start: 2019-09-09. UTC: 2019-09-09T12:18:02.694Z,2019,9,9,Secondary Focus,88490771,15.44118,-86.25,-16.3482,-3.43137,-8.62458,-100.259,-21.543,Letter to Company
Entravision Communications Corp,EVC US Equity,EVC US,Angelo Gordon & Co LP,Discussions only,14.10967,2.85E+08,7.05,Start: 2019-09-09. UTC: 2019-09-09T20:48:53.000Z,2019,9,9,Occasional Activist,14333200,-2.98508,-55.6387,17.62074,9.610649,-21.3725,-71.9525,,
Groupon Inc,GRPN US Equity,GRPN US,KGI - Global Investments AS,2: Sale of Company; Strategic Review,-41.3225,1.57E+09,0.17,Start: 2019-09-10. First Affected: 2019-09-10,2019,9,10,Former Core,2663273,8.333333,-37.663,-45.8361,-41.1517,,-53.9768,,
Farmer Brothers Co,FARM US Equity,FARM US,Jeanne Farmer Grossman,2: Board Representation; Declassify Board,-69.2143,2.39E+08,4.9,Start: 2019-09-11. UTC: 2019-09-11T12:55:53.000Z,2019,9,11,Occasional Activist,11689509,-15.9286,-56.0714,-63.3815,-61.1353,,-70.3048,-88.6314,Formal Notice for Proxy Fight
Mobile Mini Inc,MINI US Equity,MINI US,Donerail Group LLC/The,2: Strategic Review; Sale of Company,-7.88039,1.48E+09,,Start: 2019-09-11. UTC: 2019-09-11T14:26:37.267Z,2019,9,11,Secondary Focus,,4.406882,-7.88039,-11.7686,-7.88039,-13.5838,-13.5838,-16.708,
Fluor Corp,FLR US Equity,FLR US,Bernhard Capital Partners Management LP,Stake Only 13D: No Public Activism,-15.9621,2.97E+09,5.11,Start: 2019-09-11. UTC: 2019-09-11T21:26:21.000Z,2019,9,11,Occasional Activist,1.52E+08,2.923149,-56.5189,-18.3489,-11.5327,-49.8396,-69.9924,-51.8216,
LKQ Corp,LKQ US Equity,LKQ US,ValueAct Capital Management LLC,1: Board Representation,104.1185,8.96E+09,5.2,Start: 2019-09-12. UTC: 2019-09-12T10:03:04.000Z,2019,9,12,Core Activist,4.66E+08,11.9326,10.59147,82.35844,38.592,41.53491,-2.88207,20.26637,
DPW Holdings Inc,AULT US Equity,DPW US,Ding Gu and others,3: Board Control; Board Representation; Management Changes,-32.6531,3.45E+06,15.47,Start: 2019-09-13. UTC: 2019-09-13T13:46:52.000Z,2019,9,13,Occasional Activist,534179.1,3.401361,-32.9932,-34.8684,-31.8697,-42.3172,-46.1237,-44.5816,Formal Notice for Proxy Fight; Letter to Company; Call for Meeting
CNH Industrial NV,CNHI US Equity,CNHI US,Elliott Investment Management LP,1: Break Up,-31.1607,1.51E+10,2.84,Start: 2019-09-16. UTC: 2019-09-16T14:20:31.930Z,2019,9,16,Core Activist,4.30E+08,-0.53571,-28.8393,-30.79,-31.1607,-45.2657,-44.0984,-45.2503,
Hilton Grand Vacations Inc,HGV US Equity,HGV US,Elliott Investment Management LP,2: Sale of Company; Strategic Review,-36.8639,2.90E+09,4.9,Start: 2019-09-18. UTC: 2019-09-18T16:16:07.397Z,2019,9,18,Core Activist,1.42E+08,-1.30178,-35.0888,-36.0312,-36.7845,-49.4205,-48.9164,-48.5486,
First Trust High Income Long/Short Fund,FSD US Equity,FSD US,Dolphin Associates III LLC,3: Realize NAV; Liquidation; Remove Director/Withhold Votes,10.48126,5.16E+08,4.92,Start: 2019-09-18. UTC: 2019-09-18T19:45:02.832Z,2019,9,18,Secondary Focus,25404792,0.466045,4.31077,9.968751,4.01595,-49.0465,-9.5169,-49.5036,Letter to Company
Merrimack Pharmaceuticals Inc,MACK US Equity,MACK US,Newtyn Management LLC,Stake Only 13D: 1 Board Seat Granted,157.0047,7.16E+07,8.8,Start: 2019-09-19. UTC: 2019-09-19T13:00:00.412Z,2019,9,19,Occasional Activist,6296840,4.104477,-18.4078,146.8719,30.0829,111.2254,-30.9253,101.1042,
Merrimack Pharmaceuticals Inc,MACK US Equity,MACK US,Western Standard LLC,Stake Only 13D: 1 Board Seat Granted,157.0047,7.16E+07,6.3,Start: 2019-09-19. UTC: 2019-09-19T13:00:01.794Z,2019,9,19,Occasional Activist,4507965,4.104477,-18.4078,146.8719,30.0829,111.2254,-30.9253,101.1042,
AMAG Pharmaceuticals Inc,AMAG US Equity,AMAG US,Camber Capital Management LP,1: Board Representation,14.01327,4.09E+08,12.9,Start: 2019-09-20. UTC: 2019-09-20T12:03:32.000Z,2019,9,20,Secondary Focus,52740644,8.54063,-16.1692,5.042017,11.98141,-9.20808,-28.6777,-18.7796,
Acadia Healthcare Co Inc,ACHC US Equity,ACHC US,P2 Capital Partners LLC,Stake Only 13D: No Public Activism,45.5277,2.86E+09,7.3,Start: 2019-09-20. UTC: 2019-09-20T13:01:20.000Z,2019,9,20,Secondary Focus,2.09E+08,1.392758,-8.8827,43.52869,35.75539,20.89448,-21.3912,18.28837,
Tallgrass Energy LP,TGE US Equity,TGE US,Tortoise Capital Advisors LLC,2: Oppose Merger (Target); Sale of Company,15.77404,5.60E+09,9.5,Start: 2019-09-20. UTC: 2019-09-20T17:27:00.752Z,2019,9,20,Occasional Activist,3.39E+08,0.753012,15.77404,14.90876,15.77404,21.62654,21.62654,20.30266,
Verso Corp,VRS US Equity,VRS US,Atlas Holdings LLC and Blue Wolf Capital Partners LLC,3: Board Control; Board Representation; Acquire Company,201.3093,4.15E+08,7.4,Start: 2019-09-23. UTC: 2019-09-23T12:54:10.000Z,2019,9,23,Secondary Focus,30728870,4.928989,-9.57083,187.1554,54.97078,,-22.5003,126.9034,Formal Notice for Proxy Fight; Letter to Company; Activist Lawsuit
Marathon Petroleum Corp,MPC US Equity,MPC US,Elliott Investment Management LP,4: Break Up; Strategic Review; Management Changes; Board Representation,-28.3835,3.65E+10,2.5,Start: 2019-09-25. UTC: 2019-09-25T12:41:00.142Z,2019,9,25,Core Activist,9.13E+08,8.417448,-45.7214,-33.9438,-28.3835,-44.0315,-57.256,-48.8839,Letter to Company
Marathon Petroleum Corp,MPC US Equity,MPC US,DE Shaw & Co LP,1: Support 3rd Party Activist,-44.352,3.65E+10,0.88,Start: 2019-09-25. UTC: 2019-09-25T13:47:03.026Z,2019,9,25,Secondary Focus,3.21E+08,8.417448,-45.7214,-48.6725,-44.352,-42.1055,-57.256,-45.8276,
Mobile Mini Inc,MINI US Equity,MINI US,Elliott Investment Management LP,1: Sale of Company,-12.1749,1.55E+09,4.5,Start: 2019-09-26. UTC: 2019-09-26T16:50:38.189Z,2019,9,26,Core Activist,69889973,6.561151,-12.1749,-17.5824,-12.1749,-17.6099,-17.6099,-23.2677,
BroadVision Inc,BVSN US Equity,BVSN US,ESW Capital LLC,Discussions only,239.6,6.58E+06,20.65,Start: 2019-09-26. UTC: 2019-09-26T21:01:43.000Z,2019,9,26,Occasional Activist,1358625,29.82308,239.6,161.5868,239.6,239.135,239.135,160.5993,
Marathon Petroleum Corp,MPC US Equity,MPC US,Paul L Foster and Jeff Stevens,3: Management Changes; Support 3rd Party Activist; Remove Director/Withhold Votes,-50.1401,4.01E+10,1.7,Start: 2019-09-27. UTC: 2019-09-27T04:12:53.876Z,2019,9,27,Occasional Activist,6.81E+08,2.596976,-50.486,-51.4022,-47.1783,-63.5638,-63.3801,-65.4158,Letter to Company
Emerson Electric Co,EMR US Equity,EMR US,DE Shaw & Co LP,7: Break Up; Strategic Review; Return Capital/Buybacks; Cost Cutting; Declassify Board; Compensation Changes; Board Representation,-15.6083,3.95E+10,1,Start: 2019-09-27. UTC: 2019-09-27T18:46:22.180Z,2019,9,27,Secondary Focus,3.95E+08,3.442904,3.278939,-18.4171,-15.6083,-12.9941,-9.61514,-16.3094,Letter to Company; Threaten Fight
Brookdale Senior Living Inc,BKD US Equity,BKD US,Glenview Capital Management LLC,1: Support Management,-42.2973,1.37E+09,11.71,Start: 2019-09-27. UTC: 2019-09-27T21:16:42.000Z,2019,9,27,Secondary Focus,1.61E+08,2.432432,-65.5405,-43.6676,-14.316,-90.2312,-80.3095,-90.8506,
CBIZ Inc,CBZ US Equity,CBZ US,P2 Capital Partners LLC,Discussions only,123.832,1.28E+09,5.5,Start: 2019-09-30. UTC: 2019-09-30T13:01:58.000Z,2019,9,30,Secondary Focus,70295737,0.728676,-1.41449,122.2128,25.40736,75.89815,-16.1834,75.02972,
TEGNA Inc,TGNA US Equity,TGNA US,Standard General LP,6: Strategic Review; Sale of Company; Board Representation; Other (Investigation into the racially insensitive incident); Other (Inspection of the books and records of the Company); Remove Director/Withhold Votes,28.94759,3.25E+09,9.8,Start: 2019-09-30. UTC: 2019-09-30T13:52:14.000Z,2019,9,30,Occasional Activist,3.18E+08,3.671562,-19.6833,24.38087,17.0325,-12.1507,-34.4522,-16.0013,Formal Notice for Proxy Fight; Threaten Fight; Letter to Company
BrandywineGLOBAL Global Income Opportunities Fund Inc,BWG US Equity,BWG US,Bulldog Investors LLP,2: Realize NAV; Board Representation,8.235869,2.52E+08,6.02,Start: 2019-09-30. UTC: 2019-09-30T18:50:02.000Z,2019,9,30,Secondary Focus,15175812,0.749375,1.978882,7.430809,8.235869,-4.62909,-12.79,-4.86135,Formal Notice for Proxy Fight; Letter to Company
Parks! America Inc,PRKA US Equity,PRKA US,Nicholas Jason Singer,Discussions only,25.05,1.50E+07,7.4,Start: 2019-09-30. UTC: 2019-09-30T20:10:14.000Z,2019,9,30,Occasional Activist,1107358,,80,25.05,25.05,14.08018,64.8669,12.70791,
First United Corp,FUNC US Equity,FUNC US,Rangeley Capital LLC,3: Sale of Company; Strategic Review; Support 3rd Party Activist,-22.1984,1.56E+08,,Start: 2019-10-01. UTC: 2019-10-01T14:29:00.179Z,2019,10,1,Occasional Activist,,0,-45.0388,-22.1984,-16.7734,-57.041,-60.1719,-58.7085,Letter to Company
Optex Systems Holdings Inc,OPXS US Equity,OPXS US,Echo Lake Capital,Stake Only 13D: No Public Activism,47.23927,1.38E+07,14,Start: 2019-10-03. UTC: 2019-10-03T12:30:58.000Z,2019,10,3,Occasional Activist,1925196,,22.08589,47.23927,13.88645,12.99228,3.9051,14.0868,
Optex Systems Holdings Inc,OPXS US Equity,OPXS US,Henry Capital Management LP,1: Board Representation,13.49693,1.38E+07,9.8,Start: 2019-10-03. UTC: 2019-10-03T20:03:07.000Z,2019,10,3,Occasional Activist,1347637,0.613497,22.08589,12.80488,13.49693,7.545313,4.86863,8.338995,
Gulf Island Fabrication Inc,GIFI US Equity,GIFI US,Wax Asset Management LLC,Stake Only 13D: No Public Activism,-32.1637,7.82E+07,9.5,Start: 2019-10-04. UTC: 2019-10-04T20:16:08.000Z,2019,10,4,Occasional Activist,7425998,-4.2885,-32.9435,-29.1242,-10.3838,-80.536,-48.9658,-78.1635,
Barnes & Noble Education Inc,BNED US Equity,BNED US,Outerbridge Capital Management LLC,3: Board Representation; Sale of Company; Board Control,-54.4586,1.49E+08,13.7,Start: 2019-10-11. UTC: 2019-10-11T14:37:17.000Z,2019,10,11,Secondary Focus,20479746,5.095541,-15.9236,-56.6667,-19.9802,-103.478,-36.521,-104.06,Formal Notice for Proxy Fight
SP Plus Corp,SP US Equity,SP US,P2 Capital Partners LLC,Discussions only,-48.2409,8.61E+08,5.4,Start: 2019-10-11. UTC: 2019-10-11T18:53:30.000Z,2019,10,11,Secondary Focus,46496036,0.506397,-49.7068,-48.5017,-48.2409,-64.9029,-70.3043,-63.8904,
OncoSec Medical Inc,ONCS US Equity,ONCS US,Alpha Holdings Inc,3: Oppose Other Transaction (Opposes share purchases); Oppose Merger (Target); Acquire Company,171.831,2.27E+07,15.15,Start: 2019-10-15. UTC: 2019-10-15T12:41:10.000Z,2019,10,15,Occasional Activist,3442838,-3.28639,88.73239,181.068,108.426,137.7457,68.87711,148.3046,Formal Notice for Proxy Fight; Activist Lawsuit; Unsolicited Bid; Hostile Bid
Voya Prime Rate Trust,BRW US Equity,PPR US,Saba Capital Management LP,2: Realize NAV; Board Control,17.0898,6.89E+08,13.01,Start: 2019-10-15. UTC: 2019-10-16T10:02:00.000Z,2019,10,15,Secondary Focus,89598840,0.429185,-0.79744,16.58942,4.587016,-30.5078,-20.6527,-29.553,Formal Notice for Proxy Fight; Letter to Company; Threaten Fight
Pure Cycle Corp,PCYO US Equity,PCYO US,Plaisance Capital LLC,2: Board Representation; Strategic Review,-10.1928,2.59E+08,15.77,Start: 2019-10-16. UTC: 2019-10-16T16:01:31.000Z,2019,10,16,Occasional Activist,40875745,0.091827,-12.8558,-10.2752,-3.01212,-56.3353,-31.3514,-56.7007,
Meritor Inc,MTOR US Equity,MTOR US,Glenview Capital Management LLC,Discussions only,57.7887,1.68E+09,14.7,Start: 2019-10-18. UTC: 2019-10-18T20:11:47.000Z,2019,10,18,Secondary Focus,2.47E+08,6.191646,23.6855,48.58862,41.05076,22.91804,6.20184,14.64249,
ForeScout Technologies Inc,FSCT US Equity,FSCT US,Corvex Management LP and Jericho Capital Asset Management LP,Discussions only,30.09823,1.18E+09,14.5,Start: 2019-10-21. UTC: 2019-10-21T12:06:24.000Z,2019,10,21,Core Activist,1.71E+08,12.77014,13.90963,15.36585,30.09823,17.20705,-0.84389,3.24853,
Ring Energy Inc,REI US Equity,REI US,Dr Simon G Kukes,8: Strategic Review; Board Representation; Other (Consolidate all disparate offices); Cost Cutting; Other (Engaging an independent audit firm); Sale of Company; Board Control; Remove Director/Withhold Votes,14.63415,1.11E+08,8.18,Start: 2019-10-21. UTC: 2019-10-21T12:46:09.000Z,2019,10,21,Occasional Activist,9096994,-1.21951,-58.439,16.04938,4.058659,-26.2792,,-23.898,Formal Notice for Proxy Fight; Letter to Company; Call for Meeting
CSS Industries Inc,CSS US Equity,CSS US,Ribs Capital LLC,3: Board Representation; Sale of Company; Other (Inspection of Books and Records),86.13861,4.47E+07,7.51,Start: 2019-10-21. UTC: 2019-10-21T21:14:31.000Z,2019,10,21,Occasional Activist,3357488,-5.14852,86.13861,96.24217,86.13861,85.53848,85.53848,95.28496,Letter to Company
Zoom Telephonics Inc,MINM US Equity,ZMTP US,Orbit Group LLC,3: Management Changes; Other (Increase Board Size); Board Representation,-86.4533,1.56E+07,18.1,Start: 2019-10-21. UTC: 2019-10-21T21:29:33.000Z,2019,10,21,Occasional Activist,2825320,,234.6667,-86.4533,-43.5252,-132.03,218.2419,-132.547,
SunCoke Energy Inc,SXC US Equity,SXC US,Nokomis Capital LLC,3: Other (Need of new Board members); Other (Minimum Stock Ownership Requirement for Board Members); Declassify Board,-52.9444,5.20E+08,1.9,Start: 2019-10-23. UTC: 2019-10-23T11:30:00.194Z,2019,10,23,Secondary Focus,9874370,2.249135,-30.8393,-53.9794,-52.9444,-48.575,,-49.3352,Letter to Company
PDL BioPharma Inc,PDLI US Equity,PDLI US,Engine Capital Management LLC,7: Liquidation; Strategic Review; Sale of Company; Cost Cutting; Other (Reduce board size); Other (Limit Directors Compensation); Other (Cessation of investment activities),27.41936,2.83E+08,5.3,Start: 2019-10-23. UTC: 2019-10-23T12:57:28.000Z,2019,10,23,Core Activist,15010798,16.53226,15.27117,9.342561,27.41936,30.49194,-2.18644,12.69375,Letter to Company
ZAGG Inc,ZAGG US Equity,ZAGG US,AREX Capital Management LP,3: Sale of Company; Break Up; Strategic Review,-40.941,2.07E+08,7.5,Start: 2019-10-23. UTC: 2019-10-23T13:29:01.000Z,2019,10,23,Occasional Activist,15528878,2.668539,-57.4438,-42.4761,-36.8628,-65.3307,-74.9014,-66.5082,Letter to Company; Threaten Fight
